,sender,receiver,confirmed_round,amount,asset_id,transaction_id
0,ATREUEL6JSTGTI23MP4OBBUOB7QFEHPKQOUE5MTAV6OQYXUCHC4ZRYYLM4,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,202569088,31566704,0
0,JT2ZDN3425OK33YKYBNRRJL3BC24PSTKJLBCVUAUL35EQUZANPRKPX272M,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,148077815,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,7E4VY7WK67455FBTPF5W5S7BD7BWPAMCZNWJZOXYWQUYEWFUG4MH2NZO2I,18755013,1000000000,31566704,MQLLXPVOA2VW5ZCKND7TK4X46375MLWMSNL4BE37LYOE3VC6J5RA
0,GY43SCKR4OUOCNZBGZYLY3IO23QGNOTGOOGI444NRAWDJKO5YVO2FPGE7M,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,7895760509,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,GY43SCKR4OUOCNZBGZYLY3IO23QGNOTGOOGI444NRAWDJKO5YVO2FPGE7M,18755012,7886821,31566704,JK2YEWCEUCFHG3CMNPSER4Q2EXQSMOBYXLNDLIX7K426FCGPXPHQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,W7SSFG7D3WMV5OPAZNTB37EG2YSOZUSFZOHUJI3U235A23DNI6JCLIRQ2Q,18754961,1000852441,31566704,W5YPVUM4BZ4QPFJKGNTCUXOMWOAEPEG7H7HAG34PPLJNBXSH6G4A
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,VLTMBA5PXPBRJVTR67Q4YP7BV4KFORRJ7OJVMDXFULCTVPL4FHCSH5PRUE,18754957,5000003123,31566704,QJZG7WSO67QVGYHOMCO74JYM4SECHLU7K3LNXM53W5PYNJWRMPFA
0,TORY56FCGWXBTPMDCXAWFIGO33CCFN2NGUU2G7TXUIKLPR7UDJ6KHS5K7A,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,757322669,31566704,0
0,DPNMVWEL4MMUXKNKUP3KVN4MKI6EEKIO2YW4MK2HG46GECK5PSVTVHNOKI,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,5000000,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,DPNMVWEL4MMUXKNKUP3KVN4MKI6EEKIO2YW4MK2HG46GECK5PSVTVHNOKI,18754749,1119674,31566704,TDO3AJE6ENAIGR4IQPNF44Z64ONBAF6LSDAXI7YNKBYRKZCIPILQ
0,DPNMVWEL4MMUXKNKUP3KVN4MKI6EEKIO2YW4MK2HG46GECK5PSVTVHNOKI,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,5000000,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,DPNMVWEL4MMUXKNKUP3KVN4MKI6EEKIO2YW4MK2HG46GECK5PSVTVHNOKI,18754702,5000000,31566704,G4USMS6NXBQHGL7WJLYRB5I2MP43AWMJOZO2Y4R4JG3WOAJ3XA4Q
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,3S324ZDFJE7GUC7Z37QCVZQ3VGUAFWSMVYHBTFMKCB5UULSCI2NJWE55PM,18754639,19742325,31566704,K3KJBRUOWCPQKZOVSV2TOWM3F3IT7KGZ6KSRXPNDIH52RSKVYARQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,KX57P3WHAHV6LXO4D353R6D4STQ24SP4JESHYYEFJL5GLNUJAV37OYHRYQ,18754620,734409893,31566704,3K74AZEHODME3ZHQCHIY52NZHIJWWRD7N2HPO4EIX3YRQFWYCEZA
0,3S324ZDFJE7GUC7Z37QCVZQ3VGUAFWSMVYHBTFMKCB5UULSCI2NJWE55PM,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,19742301,31566704,0
0,3S324ZDFJE7GUC7Z37QCVZQ3VGUAFWSMVYHBTFMKCB5UULSCI2NJWE55PM,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,70088362,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,3S324ZDFJE7GUC7Z37QCVZQ3VGUAFWSMVYHBTFMKCB5UULSCI2NJWE55PM,18754267,70009,31566704,2O3R5CYZURZQ3ANMSXFCMBY35JN7QKRBKAHD2MN5VD7MRJ6J6UOA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,5TPYPXLJKJD2GTAE5Z6WVZLEY2ZIZN4I7NP7ZLL7GYEZVV5L27QYBMNPRU,18754227,500000000,31566704,7CWZVXZI7SO3Q3UQ6XIX5HVMAOBVQI7LF36NO7C67Y2DQXRQS6MA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,JNQERB2XW2ZULWULOJ4AAJXXDZNFKZJOXFPQDCOYJCLP6B6IAOHDW4CE3Q,18754187,1168294103,31566704,QIPZKHZWQ7PPJZCD4RUFP2B5CE7V34QKVPUCBT4UEXJXXY7UTUKA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,5TPYPXLJKJD2GTAE5Z6WVZLEY2ZIZN4I7NP7ZLL7GYEZVV5L27QYBMNPRU,18754182,500000000,31566704,NKVD2VRVBH4TMAKUIDIRNVRAERYAPUE2S4OYVJNACCVE5QVJQ6AA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,5TPYPXLJKJD2GTAE5Z6WVZLEY2ZIZN4I7NP7ZLL7GYEZVV5L27QYBMNPRU,18754158,2000000000,31566704,GPQG75AANQUBMVIAM37WMIABK7MNLM2NXM4YY5C5AVVXN4Y34A5Q
0,FLFMBDYMKRYZSB3IJFTPPT2V4YLYGN3UATGHK3CPPE4KFM5DWLG5ZYNJXY,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,13198111,31566704,0
0,UXK6CPWZ2AX5GSK77PB4BGJXBAHK7ZLN4ZWLE32NYLNVTK4RFCXJ4JGXDM,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,25000000,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,7KNLCW7ENYTD6U5RT3SRQAQTWMORTWA4HDNXECDUFAGBKQ6H2C3UF2AIYE,18753469,150000000,31566704,W53VPKQJU4PMQH44VUG7S7N3IZEV4MWM24WEFVBBYC3T77YURUZQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,PO54LU23FDIJ6E3OAHSZSDW5JYVAXBGFLWFJ2JQY4A3LHUM2PTZ7ECDVMU,18753402,100000076,31566704,EMV4IA5CBSLLCF7CKNHWD22H4H22JCSU7MUZOJXDNYDDNF7HDQKQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,EUERTHO7JQLVX7MZ5UEDREOAAQHMJ7AECC32JJQNPMJAGONWKDFYDM54B4,18753193,217157701,31566704,ABQYPRU7PNQXUUVGBTD7KDCL6LITEWTR2GA7BVHXR6OBNBMX4BQQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,CKLWF2BJNH2RZQ3ZJXX5ACIXMM64NOW7TPULHZOU75XIRANCMTWETCACGQ,18752952,4359203,31566704,YFAIM4PNGRBQOEAESXTFYVYVTV4G6ZJ5LDRDNNHSG5NUBCLH6BVA
0,IKD6XAH7U475VSTNK3DOSPTWYDNBR5JBUMHNLHHLSN4NPZWICIYIKGGQ44,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,5006090000,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,5KEHO4XN6NFXTUEJOH26ZBLMHDK7YFGEBDIIHTFWF5KQLBLZLMBGZHJAXA,18752878,601198927,31566704,QC3TY4BRTXOFYIH3SLOH6WAN7XPDKUEFYFRKYXDXTUOG226WIT5A
0,CKLWF2BJNH2RZQ3ZJXX5ACIXMM64NOW7TPULHZOU75XIRANCMTWETCACGQ,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,4359202,31566704,0
0,F6AMRNX5O2KE6FXLI64G5SKYEM4MNMWHKMK3PEYJJVEOTRD7WVDKDDEDKE,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,4341948425,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,F6AMRNX5O2KE6FXLI64G5SKYEM4MNMWHKMK3PEYJJVEOTRD7WVDKDDEDKE,18752712,100000009480,31566704,TH2B2UTFQKQOFOAVEY3W76PHEDSFPTDH5F7EYWBLVX2I7AI2STPA
0,BSSMHSTPJV72PUF3RVK3VCKM4ICQBNXLEU4J7HOXHWDM7RL62CESRM2ODM,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,145866450,31566704,0
0,AU5XSCBGLW4QY6N47YZNZCZSOJP7FDLI3QBW7A375GOQND4J6ZPDNGC32I,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,50000000,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,AU5XSCBGLW4QY6N47YZNZCZSOJP7FDLI3QBW7A375GOQND4J6ZPDNGC32I,18752610,200000000,31566704,VVUCY6GOLOKFU3NDQTQRSA35OKUO2NG4HGTBEHKMALA73X24XR2Q
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,Y4KVPI6X6PREYEE7IJT2DGF7AZJQJHEKO4WEXLZ7ZJSYXLLJTRDJ7YAM54,18752584,250000000,31566704,HKBIKQHHKNTVNAKVH2T7QV5MFIYLZ25VPN7NEQCAN36DFPUL7P5A
0,TORY56FCGWXBTPMDCXAWFIGO33CCFN2NGUU2G7TXUIKLPR7UDJ6KHS5K7A,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,1898279620,31566704,0
0,RCBQF4IPBCL2QCQ5FI77WABZUHI74AYILK36S5RH3GFAOMIWYQWTE3UCNI,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,50387172,31566704,0
0,7ST5XZSHLOJMUJYKE4I3LA7AVAPMAVRXSHG2DJWISYZENXG44MPYO7YTPU,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,2000000,31566704,0
0,TORY56FCGWXBTPMDCXAWFIGO33CCFN2NGUU2G7TXUIKLPR7UDJ6KHS5K7A,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,1559814371,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,WUP3WHCW26QR26EW524KVQIZ6WNCWBGH7ZJDCQN7ESBQSNHLTTHB3S5INM,18751966,10000000000,31566704,5XR3AZ6UG4AGLZJVBG5QOFPY3UELTXXMWM7XZXGU5LBD7S7DJTEA
0,XIIRNK7SBVJGZTJGPRE53GTVEZ4ROC2KF2ADJUFIOWZQETLLRBH2ZZVBYA,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,100000000,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,JQECMJX4NP63O7JTLJWVCLHFXB5G7MBCROLZ64N4RXN2WKIJEXTPD5G3S4,18751844,10000000,31566704,QCA4I4DRVAMF24LOXHK22D6DJ3MFOONOOLKPELYRWPU4ZHYQ6IWA
0,FLFMBDYMKRYZSB3IJFTPPT2V4YLYGN3UATGHK3CPPE4KFM5DWLG5ZYNJXY,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,19506689,31566704,0
0,O6SB2HRCQNNERZDXATMD7KHBHBC6T25PBGUCLXP4TG2YZOKZE5IAAYNCZY,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,65350747,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,JZINGQ2KFO5ICOCR4ILFNEL6KRERWBCNPRC5LVT4BE4FI5V4K7NFSXXIGI,18751650,132982580,31566704,LLV6MMXERBBFQFANYR2ZVYDAVAOHUNFN5QMHGUSLNQZ3QKTEMCTQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,AMW646R54S7BRNHISEVD2DGBYDPRCUOITD67XRUYXAWG6JX4ZN2XBD2TUI,18751642,1525000000,31566704,YTBTTSDAK7Z5OK4YYAVGW6VRBQ25YMJT65X22XZNYIENSCMZ7XFQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,3Y3JYC7X3SQCO5MPANBEEOTOALYABTUXNELPGJWIMJ3IMMOZ64AG7PGIHI,18751478,68427218,31566704,ATW5ZXSIMQW77S3CDW7KD43NLXKNTBL7C5G3MFM7CHNXSA3VY2XQ
0,3JOCRMN7VOH5DRJQ4KYBGZDRSKVI7MTZFRKDYVE7QHYWHFWF25EWAXYAQE,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,4005190292,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,3JOCRMN7VOH5DRJQ4KYBGZDRSKVI7MTZFRKDYVE7QHYWHFWF25EWAXYAQE,18751442,4001087,31566704,WZX2QE4LMBFJD56IAL6NULBGDZL3LCIYQQ3I3Q7X5DJOO7QQF2SQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,3JOCRMN7VOH5DRJQ4KYBGZDRSKVI7MTZFRKDYVE7QHYWHFWF25EWAXYAQE,18751386,4014287285,31566704,KGPE4P7YICVCPLUFB7JHYAOSQVVU425H5PBWFSIYDO4KGEEAR4AA
0,3JOCRMN7VOH5DRJQ4KYBGZDRSKVI7MTZFRKDYVE7QHYWHFWF25EWAXYAQE,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,4014287287,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,AMW646R54S7BRNHISEVD2DGBYDPRCUOITD67XRUYXAWG6JX4ZN2XBD2TUI,18751356,10000001486,31566704,6OUFTPFYHZE5BQBARPKYWJ3UTRY27MXDJVRUMJDGL7V4LJDWKU2A
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,SO63MYTADQLRBCUFKGCTHCDBXXWPDDOSD64TYHZPIQU7ZVYG7Q7XRPMYFA,18751315,34000000,31566704,MX2FSGUEEZ43PVEV2IMEUSM34V4N442OXNZIRGUM4BHOPSHNBFZA
0,NVAE7MJA4HOTQVW3HXNZPPEOP6H5DREVLCNFSYA72YZC4X637DQ6RIWE5Y,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,52430450,31566704,0
0,2CV4IUZUYS2GFFNY76VLT3MKBT4VXJRQMPME3LSPIB36CSSBDHY336OH7Q,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,88158072,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,2CV4IUZUYS2GFFNY76VLT3MKBT4VXJRQMPME3LSPIB36CSSBDHY336OH7Q,18751104,88066,31566704,6BMA3YETC7W3NG2THGVBUWXXWHM5KNPFARL2YQSAVYCTZTNUIO7A
0,WBHJL6KP7LVEOQ6LT47UT7WVWSL3NRR57WUIX2DLVASJQWCRBDQEAGGCD4,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,25910179417,31566704,0
0,4NKLMAG64GIBSJCICG5QO3GZOKX6S6OQWADIETIHOSIFCNA2OKIEDVKXQQ,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,10008377026,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,VLTMBA5PXPBRJVTR67Q4YP7BV4KFORRJ7OJVMDXFULCTVPL4FHCSH5PRUE,18750829,3500000000,31566704,SSPF5S2RDMLGP6DZKQU6L2GLT6V4ADUVASMNUI7T3ZZXCDHAL5MQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,U7VUSFULUPYXLQUTFHJDSKOSI2AU6OESHQTMYPUGTVNEFRIIMYPV23DKYI,18750817,171150372,31566704,YZOFJ7K4HXZXPULNHAIWMSJL4C6DIUSVUMTA2FOKRXESAATESBBQ
0,QIRNZV4CITN7YE4EW5K5FFA4HB2RYXOPASLKTEILUIIFPIQ274CNGSWCRE,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,10000000,31566704,0
0,R7SGHXWE3AFLRFLPAQGB3O5TQZ2YO3BW22U67ONRBWFDPZWIKUYDNJHK3A,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,111585499,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,WPOIGJVDEVTSWICF7QWKJYEJ4TE5R4MXBTDCYLUY6Q4MC5I4KZU7TEVQG4,18750559,15898115,31566704,DGDOZSHVL5PYH7ERONQIPEN7U6OHBWPCXSBYQO3ST6TZWCPSAV7Q
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,A4YW55ZEC2TTIN2TEVN56IRVGLWQYQRUNJTPG37OTWE4EJWNAH3EUKHZKA,18750519,623186786,31566704,5ZDMXN5STRA7TXLIWXPH4M4WKJHG7GPOJB7XFYIBFABFQQEN7VHA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,H76JXSAJL7N7VODW6MQH5QJD3VR6MKTTSTWS4HBJR4MTB4SJ67DEHFWQEY,18750511,529080678,31566704,5OELU6QGCZ63PK72YQAM4HN5Y5AF6ULFWGIP7OFTTS7CILOA6COQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,2JKS7NMOBKPHYMHVCBNER7ASHLKVRYX5HC5EOTCL3FZEBE2BY3NILG3IPI,18750333,262694217,31566704,UWQAAA53NL6CANBNI7VBQUXHKHFT27EIIH7C66UR3S6NCVRWEDVQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,R7SGHXWE3AFLRFLPAQGB3O5TQZ2YO3BW22U67ONRBWFDPZWIKUYDNJHK3A,18750296,3000000000,31566704,2A43UOEMDS6Z724OIEKYEJQJ3TWHPM22IZCJGNZBPKY7JIIP5JFQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,JNQERB2XW2ZULWULOJ4AAJXXDZNFKZJOXFPQDCOYJCLP6B6IAOHDW4CE3Q,18750247,150000000,31566704,3DHNHX6O6LEXCIRLYF3JNBKKAM7CZLK75SAXKDWBULY66DNSPIHQ
0,MYMQIQXE2N5Z532IJCW7OII7LAUK2IMZ72MRJKFKZCOFUUGI5JVMLPMHQE,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,5740900,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,AMYOZFXTBIT4JD5DLZZB6FCWAHFAPRVDFBHJ3DLK6Z5C5VGSYIEEDCRSKY,18750159,50000000,31566704,P4JL3OGMITSKKVIOPRP623ZXTXOFOHRFGKDD5TRS7XKE7Q5BZDTA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,R7SGHXWE3AFLRFLPAQGB3O5TQZ2YO3BW22U67ONRBWFDPZWIKUYDNJHK3A,18750144,2000000000,31566704,VOKGDG5L4JAMZADYFXWCS2B26T4LO647LWSGX7YI4FNJJHHTXC7Q
0,MYMQIQXE2N5Z532IJCW7OII7LAUK2IMZ72MRJKFKZCOFUUGI5JVMLPMHQE,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,5123628,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,R7SGHXWE3AFLRFLPAQGB3O5TQZ2YO3BW22U67ONRBWFDPZWIKUYDNJHK3A,18750074,1000000000,31566704,5Y2ZNXV534HWJZMVEJ6OM34RWVGG2YQ47FKGJO63FUWZHFSY7ZLA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,MC73TY5Q4TWIBUIONYALKLC5LRZC3SQUJCIOW3UXCN36MDH5SLIEKTX5KE,18750030,677910287,31566704,34PDOACQIJA4U5HMXQHMXIDJXDTGOHHXC3KHT7OGEINW3OPFSFAQ
0,RVWN2GHDML74VRKH24VNGILKOUKCDWTVL6TYQAAGV5Q7B5BP6TKN7LK6PA,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,7953000,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,JNQERB2XW2ZULWULOJ4AAJXXDZNFKZJOXFPQDCOYJCLP6B6IAOHDW4CE3Q,18749947,110000000,31566704,D2CVMPDZJIMFMJRFD73NMX7OFDX7DZY7JHPO5YQFVWPHMF57ELRA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,ZS6EU6DYO4VQJY2EPMHMOSISUCAYDEZWSYPPW45LZEDJK5OVTSBLOR5OD4,18749880,300553091,31566704,S6LRT3F6EP4ZGNKXANO6RQMC3RCDQJBBWDB2TEQL25RKMU5U3UVA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,DG44ST47RRVBKPFIQ633XK47TWSVDELX42L33ZNJE22KZW3GQLDVDSZDAY,18749843,30000000,31566704,KRKAVQJVOM4PBROSMUDLNQGP6YLWTV74X4RYPOJLT7SXJYENDTOQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,RVWN2GHDML74VRKH24VNGILKOUKCDWTVL6TYQAAGV5Q7B5BP6TKN7LK6PA,18749792,3916177,31566704,DAYTHMKBRPEVVXOEN2MPC7BHLWS5FKEJ3TEY5I4HSB5UU5VM3OIA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,TORY56FCGWXBTPMDCXAWFIGO33CCFN2NGUU2G7TXUIKLPR7UDJ6KHS5K7A,18749696,500000000,31566704,DDENOWKMVTOZ5CWTYEPDMEWVISJVIQHFWFNVVHU6WD6DSTJ36B5A
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,DYMFE5HBPQCJZUNA7636XWSDIEFSJ7GLKG5IDMY5M6C7U7FMAJ2OAGWHLI,18749685,1000000531,31566704,YT3HUQF2ERXZC6N4KUWPJJFWZXMWZA466FXA3MLS7OBBYJ63IVCQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,JNQERB2XW2ZULWULOJ4AAJXXDZNFKZJOXFPQDCOYJCLP6B6IAOHDW4CE3Q,18749539,66000000,31566704,L4QBBIRIUOIH2LG56N5SBNY2CBVHDC7ERJZY4D5UGIWU64TXM4XQ
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,25IQMQ4USCRUERMSQYFUK2B3MYZPRS7EAAZCXWNKH3EJWJ77UP52UJJ2BE,18749411,100000010,31566704,GUN6K6VCHJ62NUOYMST2OPV2ZRMVZR3KPK4567QMKUNOWEMB5TZQ
0,JNQERB2XW2ZULWULOJ4AAJXXDZNFKZJOXFPQDCOYJCLP6B6IAOHDW4CE3Q,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,0,1452854,31566704,0
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,JRQKCJXGPDIULN2Y3QSY4AHGK775OBI2F7BFHQ4D2HDXPC7J6QKGHK6LCQ,18749334,2171693,31566704,NPPKXKJTG363AXDH2WT2Y2MUO4IYZJ4PDUAOZHDTTPXPRLFIGLBA
0,ABQHZLNGGPWWZVA5SOQO3HBEECVJSE3OHYLKACOTC7TC4BS52ZHREPF7QY,H7THRDOGNW3IKPLWWDDPPIOJVVD5QFH6ZYIOZY4OUUACJPMZUP5RLH5QDI,18749273,61625146,31566704,JUF5WSTA3M527RS7OR3KKWEBDMUSHF7AZO7XG2DAISKMG4LZQHMA
